count,kw,categories,subcategories,subsubcategories
1,pragmatic approach to adoptive cell therapy (act) using tumor infiltrating lymphocytes (til) in selected solid tumors,['HEALTH'],[],[]
1,applications,[],[],[]
1,understanding and preventing the impact of endocrine disruptors on the hypothalamus-pituitary axis in sensitive populations,[],[],[]
1,just transition,[],[],[]
1,network trajectory based operations,['NETWORKS'],[],[]
1,cross-fertilisation,[],[],[]
1,wakefulness,[],[],[]
1,formalizing,[],[],[]
1,suprabioelectris,[],[],[]
1,decomposing the variability in teenagers’ decision-making,[],[],[]
1,tokmat: truth,[],[],[]
1,coupled model intercomparison,['MODELLING'],[],[]
1,neutrino astronomy,"['PHYSICS', 'SPACE']",[],[]
1,eu policy instruments,['PUBLIC'],[],[]
1,human-centric aspects of cybersecurity,"['HUMAN', 'SECURITY']","[('SECURITY', 'CYBERSECURITY')]",[]
1,collectivity of practice,[],[],[]
1,maintenance,['REPAIRING'],[],[]
1,early life imprinting of b cell memory and its role in adult immunity,[],[],[]
1,public finance,"['ECONOMY', 'PUBLIC']",[],[]
1,explainable and robust automatic fact checking,"['EXPLAINABILITY', 'RESILIENCE']",[],[]
1,sonophoresis smartpatch,[],[],[]
1,heavy-ion collisions,[],[],[]
1,cryogenics,['PHYSICS'],[],[]
1,bologna,[],[],[]
1,cassaflow,[],[],[]
1,hybrid quantum systems,['QUANTUM'],[],[]
1,ecosync,[],[],[]
1,smart avionics for flight termination systems,[],[],[]
1,tracing visual computations from the retina to behavior,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'COMPUTING')]",[]
1,connecting knowledge,['INFORMATION'],[],[]
1,product engineering,[],[],[]
1,neural network search and growth,"['DIGITAL TECHNOLOGIES', 'NETWORKS']","[('DIGITAL TECHNOLOGIES', 'AI')]","[('AI', 'NEURAL NETWORKS')]"
1,qu-atto,[],[],[]
1,physiological processes,[],[],[]
1,safe shoes and walking aids,['SECURITY'],[],[]
1,taonas-luad,[],[],[]
1,hippocampus unites memory systems by preserving sequential order,[],[],[]
1,quasicrystals,[],[],[]
1,euclid legacy science advanced analysis tools,[],[],[]
1,cell line engineering,[],[],[]
1,perovskite leds,[],[],[]
1,stemcellsize,[],[],[]
1,enhance knowledge on comprehensive electrolysers technologies degradation through modeling,"['MODELLING', 'INFORMATION']",[],[]
1,academia-industry collaboration,"['LABOR', 'INDUSTRY']",[],[]
1,zero emission closed-loop renewable system,['SUSTAINABILITY'],[],[]
1,energy use,['ENERGY'],[],[]
1,quesadilla,[],[],[]
1,green communications and computing,"['DIGITAL TECHNOLOGIES', 'SUSTAINABILITY']","[('DIGITAL TECHNOLOGIES', 'COMPUTING')]",[]
1,cultural fit,['CULTURE'],[],[]
1,minimally invasive reliable glucose monitoring in intensive care,[],[],[]
1,comand,[],[],[]
1,human centered technologies for a safer and greener european construction industry,"['SUSTAINABILITY', 'HUMAN', 'INDUSTRY']",[],[]
1,new enabling visions and tools for end-users and stakeholders thanks to a common modeling framework towards a climate neutral and resilient society,"['MODELLING', 'USER', 'RESILIENCE', 'CLIMATE']",[],[]
1,layer®,[],[],[]
1,roll-to-roll,[],[],[]
1,behindai,[],[],[]
1,light-management,[],[],[]
1,grow,[],[],[]
1,euromedmig,[],[],[]
1,microphone,[],[],[]
1,green surface processing,['SUSTAINABILITY'],[],[]
1,ring-24-25,[],[],[]
1,fish-parenthood,[],[],[]
1,politics of care,['PUBLIC'],[],[]
1,syngas cleaning,[],[],[]
1,authentication and authorisation for research collaboration technical revision to enhance effectiveness,['LABOR'],[],[]
1,dake,[],[],[]
1,language variation,[],[],[]
1,energy landscape,['ENERGY'],[],[]
1,phytohormones,[],[],[]
1,fair workflows,['ETHICS'],[],[]
1,ncp networks,['NETWORKS'],[],[]
1,enhanced geothermal system,[],[],[]
1,donut,[],[],[]
1,skynet,[],[],[]
1,sustainable energy systems for refugee and host communities in africa,"['SUSTAINABILITY', 'ENERGY', 'SOCIAL']",[],[]
1,formal distinction,[],[],[]
1,quantum information technology,"['QUANTUM', 'INFORMATION']",[],[]
1,nettagplus,[],[],[]
1,heat stress response,[],[],[]
1,euratom-2021-fisa-euradwaste-iba,['WASTE & POLLUTION'],[],[]
1,isnap,[],[],[]
1,radical reformation,[],[],[]
1,nitrate removal,[],[],[]
1,optimal reuse,['SUSTAINABILITY'],[],[]
1,consumers activation,[],[],[]
1,infection control,[],[],[]
1,equipment,[],[],[]
1,ngi search,[],[],[]
1,crop4clima,[],[],[]
1,1800-1945,[],[],[]
1,soviet union,[],[],[]
1,usable and visible digital cultural heritage: twinning for excellence,['CULTURE'],[],[]
1,m-flens,[],[],[]
1,the body positioning system: a gps for somatosensory space,"['SENSORS', 'SPACE']",[],[]
1,neuromuscular diseases,['HEALTH'],[],[]
1,energy systems engineering,['ENERGY'],[],[]
1,enhancing damage detection and characterisation technologies for complex marine structures under extreme environmental conditions,['MILITARY'],[],[]
1,revamp,[],[],[]
1,risk scoring,['SECURITY'],[],[]
1,cryogenic photonics,['PHOTONICS'],[],[]
1,home-making,[],[],[]
1,fairness and robustness testing,['RESILIENCE'],[],[]
1,integrated water treatment,[],[],[]
1,cardiology health data toolbox,"['DIGITAL TECHNOLOGIES', 'HEALTH']","[('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,digital documentation,[],[],[]
1,geo-information,['INFORMATION'],[],[]
1,wearable medical technology,['HEALTH'],[],[]
1,alba,[],[],[]
1,transformative r&i,[],[],[]
1,circuit quantum electrodynamics (cqed),['QUANTUM'],[],[]
1,balancing craton thickness by self-compression,[],[],[]
1,diagnostic device,[],[],[]
1,composite indicators,[],[],[]
1,marine heat waves,['MILITARY'],[],[]
1,grabrna,[],[],[]
1,updraft gasification,[],[],[]
1,s-fox,[],[],[]
1,cancer evolution,['HEALTH'],[],[]
1,quantum lyapunov exponents,['QUANTUM'],[],[]
1,depolymerizable bio-based multifunctional closed loop recyclable epoxy systems for energy efficient structures,['ENERGY'],[],[]
1,self-regulated oscillation,[],[],[]
1,enhancer priming,[],[],[]
1,ottoman sea borders,[],[],[]
1,nitrogen-fixing rhizobia,[],[],[]
1,life changing,[],[],[]
1,benign prostatic hyperplasia (bph),[],[],[]
1,word associations,[],[],[]
1,invertebrate cognition,['INFORMATION'],[],[]
1,idol,['SPACE'],[],[]
1,deployment and assessment of predictive modelling,['MODELLING'],[],[]
1,non-precious metal oxide,['METALS'],[],[]
1,geophysics,"['GEOLOGY', 'HYDROLOGY', 'PHYSICS']",[],[]
1,metascale,[],[],[]
1,baang,[],[],[]
1,lcmv,[],[],[]
1,transcorr,[],[],[]
1,ris,[],[],[]
1,centre of excellence for organic,[],[],[]
1,teacher's professional development,[],[],[]
1,evaluation and validation of connected mobility in real open systems beyond 5gs,"['MATERIALS', 'OPEN', 'TRANSPORTATION']",[],[]
1,kshv rna-binding proteins,['GENETICS'],[],[]
1,raman micro-biochips,[],[],[]
1,autonomous supply chains,[],[],[]
1,ribbon knots,[],[],[]
1,the sequencing microscope - a path to look at the molecules of biology,['BIOLOGY'],[],[]
1,pro-grace,[],[],[]
1,harnessing ammonia reactivity via photoelectrochemical splitting by molecular catalysts,['CHEMISTRY'],[],[]
1,visual art,['ART'],[],[]
1,induncon,[],[],[]
1,blood pressure,[],[],[]
1,membrane hydrodynamics,[],[],[]
1,ethical implications and didactic opportunities,['ETHICS'],[],[]
1,synphocat,[],[],[]
1,polymer orientation,[],[],[]
1,combination therapy for the treatment of metastatic melanoma using magnetic nanoparticles,"['MAGNETS', 'HEALTH']",[],[]
1,long acting antiretrovirals,[],[],[]
1,reinventing symmetric cryptography for arithmetization over large fields,['SECURITY'],"[('SECURITY', 'CYBERSECURITY')]",[]
1,randomized controlled trial,[],[],[]
1,contested eu foreign policy in an era of geopolitics,['PUBLIC'],[],[]
1,aquatic environment,[],[],[]
1,omega3,[],[],[]
1,interspec,[],[],[]
1,geopolitical competition,[],[],[]
1,petrochemical,[],[],[]
1,defensive symbiont,[],[],[]
1,high-performance alloys,['METALS'],[],[]
1,human remains,"['HUMAN', 'HUMANITIES']",[],[]
1,m6a mrna methylation,['GENETICS'],[],[]
1,snowmagnet,['MAGNETS'],[],[]
1,wearable healthcare devices,['HEALTH'],[],[]
1,multi-actors,[],[],[]
1,cosas,[],[],[]
1,fenrir,[],[],[]
1,malchematlas,[],[],[]
1,factorization,[],[],[]
1,robust causal discovery,['RESILIENCE'],[],[]
1,abcardionostics,[],[],[]
1,a neuroscientific foundation of program comprehension,[],[],[]
1,leap in advancing of critical quantum key distribution-space components,"['QUANTUM', 'SPACE']",[],[]
1,receptor-based analysis,[],[],[]
1,groups of algebraic transformations,[],[],[]
1,human wellbeing and reduce climate risks by planting more trees in our cities,"['HUMAN', 'URBAN', 'NATURE', 'SECURITY', 'CLIMATE']",[],[]
1,space logistics,['SPACE'],[],[]
1,archiving,[],[],[]
1,wireless electrodes,[],[],[]
1,eosc interoperability framework,"['MODELLING', 'INTEROPERABILITY']",[],[]
1,srlg,[],[],[]
1,the european researchers' night in bosnia and herzegovina 2024-2025,[],[],[]
1,hydrotherapy,[],[],[]
1,interconnectivity and inclusivity.,['SOCIAL EQUITY'],[],[]
1,population genetics,"['BIOLOGY', 'GENETICS']",[],[]
1,glass supply,[],[],[]
1,composting,[],[],[]
1,hybrid composites,['MATERIALS'],[],[]
1,dissecting the molecular regulation of hematopoietic stem cell emergence using pluripotent stem cells to improve ex vivo therapies,"['GENETICS', 'PUBLIC', 'HEALTH']",[],[]
1,nano-biointeractions,[],[],[]
1,microalgae synthetic biology,['BIOLOGY'],[],[]
1,female prophecy in early modern european religion,['RELIGION'],[],[]
1,mozambique),[],[],[]
1,chromatin biophysics,['PHYSICS'],[],[]
1,unified model of continuum mechanics,['MODELLING'],[],[]
1,brexit,[],[],[]
1,firm organization,[],[],[]
1,volufate: volumetric programming of cells to control the fate and function of engineered tissues,[],[],[]
1,hybrid quantum technologies,['QUANTUM'],[],[]
1,electrically-detected magnetic resonance,['MAGNETS'],[],[]
1,reduce defect sizes,[],[],[]
1,customizable ai-based in-line process monitoring platform for achieving zero-defect manufacturing in the pv industry,"['MANUFACTURING', 'DIGITAL TECHNOLOGIES', 'INDUSTRY']","[('DIGITAL TECHNOLOGIES', 'AI')]",[]
1,healing and learning in the fondaco: a forgotten network of knowledge in the eastern mediterranean and the mamluk and ottoman levant,"['INFORMATION', 'NETWORKS']",[],[]
1,relationships of receptive grammar acquisition with musical rhythm processing and executive functions,['OPEN'],[],[]
1,oral patch,[],[],[]
1,optical switching,[],[],[]
1,flexible&digitized laser processes,['PHOTONICS'],[],[]
1,non-invasive intracardiac pressure monitoring (icpm) for heart failure (hf) management,['HEALTH'],[],[]
1,data valorisation,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,greener,['SUSTAINABILITY'],[],[]
1,multiorbit,[],[],[]
1,cognitive automation builder,['AUTOMATION'],[],[]
1,industry 5.0 guidelines,['INDUSTRY'],[],[]
1,tramp elements,[],[],[]
1,spin hall magnetoresistance,['MAGNETS'],[],[]
1,disease biomarkers,['HEALTH'],[],[]
1,msfd,[],[],[]
1,computing architectures,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'COMPUTING')]",[]
1,measuring all cells of drosophila development to reconstruct differentiation trajectories and understand the language of the genome,['GENETICS'],[],[]
1,value co-creation and social innovation for a new generation of european libraries,['SOCIAL'],[],[]
1,bio-based surfactants from renewable waste streams for the circular economy,"['SUSTAINABILITY', 'ECONOMY', 'WASTE & POLLUTION']",[],[]
1,detection of the different phases of mycobacterium tuberculosis infection and prediction of the development of tuberculosis disease progression by application of novel interferon gamma release assay,['HEALTH'],[],[]
1,fdi,[],[],[]
1,high-performance,[],[],[]
1,modelling tools,['MODELLING'],[],[]
1,neurotom,[],[],[]
1,de novo lipogenesis,[],[],[]
1,slags & ashes,[],[],[]
1,gate-teleported gaussian boson sampling,[],[],[]
1,hifiqc,[],[],[]
1,vtx-hpc,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'COMPUTING')]",[]
1,thiol-ene reaction,[],[],[]
1,from fiber to wall: physical approach of hygrothermal transfers in bio-based construction materials,"['MATERIALS', 'TRANSPORTATION', 'FIBERS']",[],[]
1,bioagora,[],[],[]
1,representation theory,[],[],[]
1,harmonic brushless field excitation methods for electrical machines,[],[],[]
1,antibacterial & antifungal nanocoating platform,[],[],[]
1,spinnaker on the edge,['DIGITAL TECHNOLOGIES'],[],[]
1,small farmers,['AGRICULTURE'],[],[]
1,quantum devices and subsystems for communications in space,"['QUANTUM', 'SPACE']",[],[]
1,airbrush: a transdiciplinary value-sensitive study of biases and stereotypes in ai-generated global health images,"['DIGITAL TECHNOLOGIES', 'HEALTH']","[('DIGITAL TECHNOLOGIES', 'AI')]",[]
1,anti-il-6,[],[],[]
1,offshore wind farm wakes,[],[],[]
1,digital trace data,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,smart advanced control,[],[],[]
1,functional analyses,[],[],[]
1,time series aggregation,[],[],[]
1,political imaginaries,[],[],[]
1,pcare,[],[],[]
1,expload,[],[],[]
1,electric batteries,ENERGY,[],[]
1,remote-sensing,['SENSORS'],[],[]
1,otra,[],[],[]
1,and scale,[],[],[]
1,goliat,[],[],[]
1,plas_opmap,[],[],[]
1,black rot,[],[],[]
1,healthcare-associated infections,['HEALTH'],[],[]
1,homi-lung,[],[],[]
1,peer-to-peer trading,['ECONOMY'],[],[]
1,improve the shelf life of perishable goods through stabilization of vitamins,[],[],[]
1,co2 degassing,['CO2'],[],[]
1,processes,[],[],[]
1,cross-kic global outreach,[],[],[]
1,nova institute for medical systems biology,"['BIOLOGY', 'HEALTH']",[],[]
1,traits,[],[],[]
1,molecular and chemical physics,['PHYSICS'],[],[]
1,marmoset,[],[],[]
1,sector mobile area,[],[],[]
1,electricity market modelling,['MODELLING'],[],[]
1,road to market,[],[],[]
1,clinical development of rift valley fever vaccines in endemic regions,['HEALTH'],[],[]
1,imermaid,[],[],[]
1,rct,[],[],[]
1,geometry,[],[],[]
1,structural stability,[],[],[]
1,tandem electrocatalyst,['CHEMISTRY'],[],[]
1,medical data,"['DIGITAL TECHNOLOGIES', 'HEALTH']","[('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,practice,[],[],[]
1,quintuple,[],[],[]
1,rpo,[],[],[]
1,i-create,[],[],[]
1,2 dimensional electron gases (2degs),[],[],[]
1,faeces,[],[],[]
1,predictive bms,[],[],[]
1,a 3 dimensional functional genomics approach to identify hidden targets controlling heat stress and priming in wheat,['GENETICS'],[],[]
1,3d printer,[],[],[]
1,function fields,[],[],[]
1,the pressure effects on magnetic properties of an ideal quasi-2d planar antiferromagnet bani2v2o8 at the base and finite temperatures,['MAGNETS'],[],[]
1,mergers,[],[],[]
1,transdermal drug delivery,['HEALTH'],[],[]
1,perceptions,['SENSORS'],[],[]
1,3d printed concrete,[],[],[]
1,tertiary education redefined: ai-driven upskilling & reskilling platform for industry-relevant digital skills,"['DIGITAL TECHNOLOGIES', 'EDUCATION', 'INDUSTRY']","[('DIGITAL TECHNOLOGIES', 'AI')]",[]
1,holter,[],[],[]
1,a perturbative approach to model retinal processing of natural scenes,['MODELLING'],[],[]
1,sustainable welfare: rethinking the roles of family,['SUSTAINABILITY'],[],[]
1,stimulart,[],[],[]
1,battwin,[],[],[]
1,moral agency,[],[],[]
1,field-theory approach to molecular interactions,[],[],[]
1,vis-swir,[],[],[]
1,matter- antimatter asymmetry of the universe,[],[],[]
1,share it solutions,[],[],[]
1,towards absolute safe and sustainable biobased textile,"['MATERIALS', 'SECURITY', 'SUSTAINABILITY']",[],[]
1,gender responsive smart innovation and entrepreneurship,['BUSINESS'],[],[]
1,scaling-up of a highly modular rotating packed bed plant with an efficient solvent for capture cost reduction,['NATURE'],[],[]
1,opportunity structures,[],[],[]
1,body parameter,[],[],[]
1,himalaya,[],[],[]
1,pollution,WASTE & POLLUTION,[],[]
1,obelisk,[],[],[]
1,french imperialism,[],[],[]
1,wall-crossing,[],[],[]
1,uncovering the creative process: from inception to reception of translated content using machine translation,[],[],[]
1,supplying the european research reactors with safe low-enriched uranium fuels for their conversion and long-term operation to secure the supply of medical radioisotopes,"['FUEL', 'SIGNAL PROCESSING', 'SECURITY', 'HEALTH']",[],[]
1,data accuracy,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'DATA')]",[]
1,regional solutions,[],[],[]
1,enabling software,['DIGITAL TECHNOLOGIES'],"[('DIGITAL TECHNOLOGIES', 'COMPUTING')]","[('COMPUTING', 'SOFTWARE')]"
1,network and traffic management,['NETWORKS'],[],[]
1,firstdust,[],[],[]
1,haptic communication,[],[],[]
1,scientific community for rail research,['SOCIAL'],[],[]
1,wellcoh,[],[],[]
1,refractory materials,['MATERIALS'],[],[]
1,preparing the research & innovation core for mission ocean,[],[],[]
1,digital competitive next generation aviation technologies for sustainable business models,"['SUSTAINABILITY', 'AEROSPACE', 'MODELLING', 'BUSINESS']",[],[]
1,security critical system,['SECURITY'],[],[]
1,improved coordination of national and european bioeconomy research and innovation programmes in the era through strengthened scar working groups,['ECONOMY'],[],[]
1,circhive,[],[],[]
1,nieb-phab,[],[],[]
1,high-pressure photoelectron spectroscopy,['PHYSICS'],[],[]
1,positive energy districts,['ENERGY'],[],[]
1,global hydroconnectivities beyond oceans,[],[],[]
1,mentors,[],[],[]
1,ecosystem-based management,[],[],[]
1,combo,[],[],[]
1,ice,[],[],[]
1,stationary storage,[],[],[]
1,multy-actor approach,[],[],[]
1,mem4bioch4,[],[],[]
1,solaris project,['LABOR'],[],[]
1,mavs in plants,['NATURE'],[],[]
1,macdrive,[],[],[]
1,er targeting and insertion,[],[],[]
1,planet,['SPACE'],[],[]
1,excellence in science,[],[],[]
1,palaeoecology,['ECOLOGY'],[],[]
1,competing with ai,"['DIGITAL TECHNOLOGIES', 'ROBOTICS']","[('DIGITAL TECHNOLOGIES', 'AI')]",[]
1,tecovirimat,[],[],[]
1,canon-formation,[],[],[]
1,new skills gaps indices,[],[],[]
1,health and safety,"['SECURITY', 'HEALTH']",[],[]
1,laiqa,[],[],[]
1,scientists from various fields work together for the sustainable development of our planet,"['SUSTAINABILITY', 'SPACE']",[],[]
1,polling queue,[],[],[]
1,metal free,['METALS'],[],[]
1,elucidating the genomic architecture of genetic load,['GENETICS'],[],[]
1,galen,[],[],[]
1,frataxav,[],[],[]
1,domestication,[],[],[]
1,rebyouth,[],[],[]
1,empowering widening universities in eutopia_health consortium to foster academic excellence in health,['HEALTH'],[],[]
1,revealing the architecture of replicated human chromosomes by sister-chromatid-sensitive fluorescence in situ hybridisation,['HUMAN'],[],[]
1,digital rail services,[],[],[]
1,trichome-mediated crop resilience at cotyledon stage: exploring the biosynthesis,['RESILIENCE'],[],[]
1,shimmer,[],[],[]
1,molten metal deposition,['METALS'],[],[]
1,proximity,[],[],[]
1,nebulae,[],[],[]
1,pyrepax,[],[],[]
1,buddhist studies,['RELIGION'],[],[]
1,social isolation,['SOCIAL'],[],[]
